x,y,z,010-000-024-033,010-000-030-096,020-000-032-221,020-000-033-111
6.912997186032634,11.5186980127206,15.47185522229428,0.0,0.0,0.0,1.0
6.9364319816129365,11.574585760840364,15.446939041611493,0.0,0.0,1.0,0.0
6.935274360440982,11.571790071625957,15.437504912171505,1.0,0.0,0.0,0.0
6.886687879001121,11.561593128665729,15.704018934757665,0.0,0.0,0.0,1.0
6.921822990270339,11.597728298410315,15.6344352050874,0.0,0.0,1.0,0.0
6.926096386707699,11.702490885932852,15.512806962517832,1.0,0.0,0.0,0.0
6.939658506762052,11.622202185437308,15.50874066303254,0.0,1.0,0.0,0.0
6.9136209108600335,11.561459470771343,15.527745259497179,0.0,0.0,0.0,1.0
6.914077531562253,11.563535743935283,15.533976534244319,0.0,0.0,1.0,0.0
6.914572612031163,11.56459268441665,15.540224006038002,1.0,0.0,0.0,0.0
6.873848459805693,11.525286581962284,15.762908473480621,0.0,0.0,0.0,1.0
6.903585181948218,11.549854154689232,15.68749904902331,0.0,0.0,1.0,0.0
6.892016381746211,11.643808310907676,15.551910620890357,1.0,0.0,0.0,0.0
6.896312858494947,11.560337161704792,15.541987124790404,0.0,1.0,0.0,0.0
6.90075380419368,11.577629294350086,15.559055092022069,0.0,0.0,0.0,1.0
6.894094856151428,11.55905079139764,15.580858482462713,0.0,0.0,1.0,0.0
6.888304012704095,11.562421668528824,15.552309205518123,1.0,0.0,0.0,0.0
6.826438228487279,11.567226565520416,15.83767177523805,0.0,0.0,0.0,1.0
6.864545046694477,11.59962635177627,15.755747023935848,0.0,0.0,1.0,0.0
6.830115186945595,11.64374920101682,15.607194369864288,1.0,0.0,0.0,0.0
6.847239086469477,11.565101112927284,15.600296883759563,0.0,1.0,0.0,0.0
6.84936712678929,11.578128821606564,15.616980447658355,0.0,0.0,0.0,1.0
6.826743080006011,11.531701131685285,15.619658293635853,0.0,0.0,1.0,0.0
6.830652733406894,11.542583387766008,15.626350062897828,1.0,0.0,0.0,0.0
6.76223401033113,11.575833243793436,15.916857993463541,0.0,0.0,0.0,1.0
6.795835983539729,11.602296644572801,15.86596914338687,0.0,0.0,1.0,0.0
6.764754905594151,11.649731511401452,15.718909122609189,1.0,0.0,0.0,0.0
6.783703663179821,11.568113575496726,15.706460105687139,0.0,1.0,0.0,0.0
6.784414189563992,11.566937942354517,15.699475761778713,0.0,0.0,0.0,1.0
6.785231593147035,11.559583837439288,15.709844910053837,0.0,0.0,1.0,0.0
6.781584392042924,11.573076998261495,15.677045825566054,1.0,0.0,0.0,0.0
6.7526144169851845,11.5346203814339,15.920786652120198,0.0,0.0,0.0,1.0
6.795319358479294,11.598803236114923,15.847865168234728,0.0,0.0,1.0,0.0
6.770349733320856,11.656030428269725,15.68214319253195,1.0,0.0,0.0,0.0
6.792102626326325,11.530234872594992,15.6240423585022,0.0,1.0,0.0,0.0
6.791916314574605,11.537992232139755,15.622732190960981,0.0,0.0,0.0,1.0
6.800760502936899,11.594991524371832,15.621500745733876,0.0,0.0,1.0,0.0
6.789944895422735,11.59632148300791,15.60114099824747,1.0,0.0,0.0,0.0
6.772036243055242,11.575920142287101,15.858716622784012,0.0,0.0,0.0,1.0
6.8229026675392594,11.649105335988232,15.773846082023876,0.0,0.0,1.0,0.0
6.8030582959422174,11.732404969150164,15.632931371179934,1.0,0.0,0.0,0.0
6.844680621712143,11.567425591999983,15.561224333813277,0.0,1.0,0.0,0.0
6.89439354253395,11.634279323622344,15.475805183879741,0.0,0.0,1.0,0.0
6.857816768690861,11.674371629349743,15.335150089671584,1.0,0.0,0.0,0.0
6.835290073192018,11.565004617768981,15.561721346702724,0.0,0.0,0.0,1.0
6.857886922154177,11.612899790702999,15.712960912922826,0.0,0.0,1.0,0.0
6.879850653915354,11.715832224738916,15.48591372395193,1.0,0.0,0.0,0.0
6.878302759590085,11.701648771657172,15.286664853468693,0.0,1.0,0.0,0.0
6.86772830460607,11.594582261395741,15.53420847488534,0.0,0.0,0.0,1.0
6.9188813745387066,11.68280067196958,15.46426031239265,0.0,0.0,1.0,0.0
6.885999475885523,11.709098815402319,15.263355226491043,1.0,0.0,0.0,0.0
6.877613555229346,11.61759244844301,15.520638316246773,0.0,0.0,0.0,1.0
6.895094743314971,11.674555134267383,15.688518047906665,0.0,0.0,1.0,0.0
6.887672052857207,11.752177464081505,15.438874615419806,1.0,0.0,0.0,0.0
6.908393008893559,11.783194718668938,15.258994766975338,0.0,1.0,0.0,0.0
6.895454146273609,11.666680472882737,15.494606869498977,0.0,0.0,0.0,1.0
6.952465364245288,11.759065810873198,15.41429386132081,0.0,0.0,1.0,0.0
6.927453161810415,11.796633331493041,15.25790101911359,1.0,0.0,0.0,0.0
6.940670301318639,11.736978127553174,15.498057239069393,0.0,0.0,0.0,1.0
6.964241842736066,11.840237877394136,15.702063463211816,0.0,0.0,1.0,0.0
6.9788056750123335,11.921708441909798,15.464700830054786,1.0,0.0,0.0,0.0
6.967098125860354,11.935224773809221,15.389433773766013,0.0,1.0,0.0,0.0
6.979002158125962,11.840164942742925,15.65239297862744,0.0,0.0,0.0,1.0
7.043229278539012,11.90299909052131,15.543684803915857,0.0,0.0,1.0,0.0
7.008105451472172,11.932509279331445,15.392628300708164,1.0,0.0,0.0,0.0
7.024679095896573,11.841364637087766,15.635275377950899,0.0,0.0,0.0,1.0
7.044927784693679,11.969485979206906,15.8465757846442,0.0,0.0,1.0,0.0
7.005335569282084,12.006659313349882,15.701120260142284,1.0,0.0,0.0,0.0
7.09249334628509,12.030037455990687,15.707095559798518,0.0,1.0,0.0,0.0
7.1341670407711755,12.044482466862423,15.692259070962173,0.0,0.0,0.0,1.0
7.160749438854365,12.031376927842144,15.675473230680332,0.0,0.0,1.0,0.0
7.156701014246701,12.030121433760335,15.659661953047792,1.0,0.0,0.0,0.0
7.1232071201046825,12.093700393979942,15.661589131949933,1.0,0.0,0.0,0.0
7.189260834610657,12.130533783663545,15.63402131513495,0.0,0.0,0.0,1.0
7.251833138985947,12.115269245448545,15.632767394385636,0.0,0.0,1.0,0.0
7.264995793824692,12.134197206075738,15.607094821559375,1.0,0.0,0.0,0.0
7.343528523011029,12.154559353461856,15.575774636290559,0.0,0.0,0.0,1.0
7.4112364303641,12.145153676362959,15.580648681747709,0.0,0.0,1.0,0.0
7.4995947396676375,12.199466959521638,15.701542488536674,1.0,0.0,0.0,0.0
7.543865870584367,12.19632044962794,15.940958557247754,0.0,0.0,0.0,1.0
7.6550992167111,12.234527914788519,15.875389688791719,0.0,0.0,1.0,0.0
7.664669132858403,12.224224017696363,15.69585952433306,1.0,0.0,0.0,0.0
7.752292722625922,12.184292490872096,15.93275021211419,0.0,0.0,0.0,1.0
7.843117776375143,12.21655761784247,15.845967025289255,0.0,0.0,1.0,0.0
7.89815216679026,12.271078912184128,15.784764461919995,1.0,0.0,0.0,0.0
7.961558144476284,12.216880399571181,15.745672305146616,0.0,1.0,0.0,0.0
8.042654279431652,12.199109768882344,15.91169200613635,0.0,0.0,0.0,1.0
8.151097267103621,12.241155955529084,15.823794147063207,0.0,0.0,1.0,0.0
8.195771379811848,12.239674119244023,15.933035750113014,0.0,0.0,0.0,1.0
8.31057614260659,12.191279947565494,16.08417448960965,0.0,0.0,1.0,0.0
8.395315605981228,12.230783324065019,15.78868674062482,0.0,1.0,0.0,0.0
8.427723746188935,12.231290167039754,15.884564697379503,0.0,0.0,0.0,1.0
8.562508535834182,12.204458977565372,16.035557214062763,0.0,0.0,1.0,0.0
8.627253127066426,12.279481612654958,16.018094405949213,1.0,0.0,0.0,0.0
8.708013829646907,12.337781016505282,16.016538979200742,0.0,0.0,0.0,1.0
8.774851963144352,12.332693226530152,16.014047455070404,0.0,0.0,1.0,0.0
8.866557162422392,12.27014753501915,15.985199585217593,0.0,1.0,0.0,0.0
9.003623898224644,12.28677660767933,16.212618761187017,0.0,0.0,0.0,1.0
9.094194957264676,12.328915562084193,16.142263592269202,0.0,0.0,1.0,0.0
9.122979288274978,12.361387059068813,16.158803535493576,0.0,0.0,0.0,1.0
9.286547741226244,12.393919279296606,16.363859246491295,0.0,0.0,1.0,0.0
9.342424440594154,12.491313074834562,16.16148088858681,1.0,0.0,0.0,0.0
9.327664325515544,12.431297286652255,16.004591500280526,0.0,1.0,0.0,0.0
9.39417381496498,12.417511636181876,16.094985035309058,0.0,0.0,0.0,1.0
9.475540370154892,12.464525529321945,16.007613994126434,0.0,0.0,1.0,0.0
9.525716210355986,12.587772127420813,15.856656404091558,1.0,0.0,0.0,0.0
9.627249972163689,12.591822337142357,16.086178891153057,0.0,0.0,0.0,1.0
9.707995295288855,12.638944157989027,15.978230743968771,0.0,0.0,1.0,0.0
9.728657204009796,12.706236220745568,15.831286252362068,1.0,0.0,0.0,0.0
9.756603966767715,12.640844909547646,15.729876910709311,0.0,1.0,0.0,0.0
9.841511780648862,12.669686419455982,16.04192559833829,0.0,0.0,0.0,1.0
9.987452640222088,12.702380642509352,15.933659140700936,0.0,0.0,1.0,0.0
10.021163560512836,12.806170044788816,15.813261015470296,1.0,0.0,0.0,0.0
10.078340747512417,12.792287954792979,15.811971630248891,0.0,0.0,0.0,1.0
10.217192791026106,12.857279238065997,15.793551907641833,0.0,0.0,1.0,0.0
10.343705236513685,12.939407633079956,15.905252997345144,0.0,1.0,0.0,0.0
10.418529246774652,12.963982744056516,15.867219102216534,0.0,0.0,0.0,1.0
10.551593228942185,13.00977580237313,15.856793278050267,0.0,0.0,1.0,0.0
10.600381223534605,12.951452170421657,16.0665320273582,0.0,0.0,0.0,1.0
10.697427945791251,13.003105842288786,15.983751049118633,0.0,0.0,1.0,0.0
10.705255354071648,13.094885839364029,15.854427427808684,1.0,0.0,0.0,0.0
10.846301184520199,13.2056075940104,15.873399892568619,0.0,1.0,0.0,0.0
10.924205804287675,13.240355948358006,15.876580167363771,0.0,0.0,0.0,1.0
10.974822907992483,13.25625981915252,15.94280860773649,0.0,0.0,0.0,1.0
11.080965943748621,13.287241858153212,15.911282860738503,0.0,0.0,1.0,0.0
11.049850300978003,13.256829221254096,15.692671928032164,1.0,0.0,0.0,0.0
11.158386077288476,13.259543825606459,15.660050131837835,0.0,1.0,0.0,0.0
11.281123100192831,13.346800817282555,15.900513763705945,0.0,0.0,0.0,1.0
11.412163893869765,13.373530254295407,15.885497517081044,0.0,0.0,1.0,0.0
11.362122262229521,13.309304228531742,15.691743010089393,1.0,0.0,0.0,0.0
11.428817863119392,13.236816726257663,15.91760548505957,0.0,0.0,0.0,1.0
11.517488947365818,13.258915758676734,15.871884253901957,0.0,0.0,1.0,0.0
11.552850922293533,12.902191816310713,15.621236000927315,1.0,0.0,0.0,0.0
11.683705871611746,12.902878019556622,15.564800815613273,0.0,1.0,0.0,0.0
11.783401777380956,12.919556299462416,15.812901083116056,0.0,0.0,0.0,1.0
11.897870284298865,12.968214754940023,15.66427682165963,0.0,0.0,1.0,0.0
11.897247093634888,13.027879944974393,15.515179707340405,1.0,0.0,0.0,0.0
12.002269009386533,12.975842323072673,15.714623977439123,0.0,0.0,0.0,1.0
12.094629293336459,13.047469324417966,15.61991515374394,0.0,0.0,1.0,0.0
12.103462931971084,13.093340685954704,15.493558286868847,1.0,0.0,0.0,0.0
12.131176131770868,13.066221568724902,15.392180930505177,0.0,1.0,0.0,0.0
12.218260350018715,13.067670998881564,15.408821398923822,0.0,0.0,0.0,1.0
12.21640074907741,13.082498596783346,15.412347040618537,0.0,0.0,1.0,0.0
12.30405616608241,13.151104123039365,15.236978885070295,1.0,0.0,0.0,0.0
12.369884552649738,13.121557856333492,15.326812352816065,0.0,0.0,0.0,1.0
12.49682938117407,13.115113209244889,15.471375352354261,0.0,0.0,1.0,0.0
12.605609982388248,13.15900893742245,15.54239575193495,1.0,0.0,0.0,0.0
12.652501340708476,13.168200205561947,15.32763007271768,0.0,1.0,0.0,0.0
12.747373617197653,13.190954648450843,15.331668035707061,0.0,0.0,0.0,1.0
12.79161249799752,13.221915519156504,15.325379551594054,0.0,0.0,1.0,0.0
13.007789282365854,13.25643719750383,15.407384724211399,1.0,0.0,0.0,0.0
13.090717442075645,13.282884631658558,15.645560722945673,0.0,0.0,0.0,1.0
13.234480539616795,13.33201357405097,15.533520534670844,0.0,0.0,1.0,0.0
13.317845511468413,13.278126494067688,15.358048922716648,1.0,0.0,0.0,0.0
13.413652573953552,13.43687290707958,15.322587512306887,0.0,1.0,0.0,0.0
13.48350695026464,13.483654588751943,15.318439630329125,0.0,0.0,0.0,1.0
13.530585221270439,13.5445782770414,15.29712775566878,0.0,0.0,1.0,0.0
13.696622933686854,13.9153778004154,15.487018340002205,1.0,0.0,0.0,0.0
13.758511508876524,13.966179761342218,15.745471187620717,0.0,0.0,0.0,1.0
13.843405300967733,14.011560302161696,15.644688649779384,0.0,0.0,1.0,0.0
